rebalance_signal_date,symbol,eligibility_reason
2024-03-28,ABLV,missing_or_invalid_current_volume
2024-03-28,ABLVW,missing_or_invalid_current_volume
2024-03-28,ABM,eligible
2024-03-28,ABNB,eligible
2024-03-28,ABOS,eligible
2024-03-28,ABR,eligible
2024-03-28,ABR.PRD,missing_or_invalid_t_minus_21_price
2024-03-28,ABR.PRE,missing_or_invalid_t_minus_21_price
2024-03-28,ABR.PRF,missing_or_invalid_t_minus_21_price
2024-03-28,ABSI,eligible
2024-03-28,ABT,eligible
2024-03-28,ABTC,missing_or_invalid_t_minus_252_price
2024-03-28,ABTS,missing_or_invalid_t_minus_21_price
2024-03-28,ABUS,eligible
2024-03-28,ABVC,missing_or_invalid_t_minus_252_price
2024-03-28,ABVX,missing_or_invalid_t_minus_252_price
2024-03-28,ABX,eligible
2024-03-28,ABXL,missing_or_invalid_t_minus_21_price
2024-03-28,ACA,eligible
2024-03-28,ACAA,missing_or_invalid_current_price
2024-03-28,ACAAU,missing_or_invalid_current_price
2024-03-28,ACAAW,missing_or_invalid_current_price
2024-03-28,ACAD,eligible
2024-03-28,ACB,eligible
2024-03-28,ACCL,missing_or_invalid_current_price
2024-03-28,ACCO,eligible
2024-03-28,ACCS,missing_or_invalid_t_minus_21_price
2024-03-28,ACDC,eligible
2024-03-28,ACEL,eligible
2024-03-28,ACEP,missing_or_invalid_current_price
2024-03-28,ACET,eligible
2024-03-28,ACFN,missing_or_invalid_current_price
2024-03-28,ACGC,missing_or_invalid_current_price
2024-03-28,ACGCU,missing_or_invalid_current_price
2024-03-28,ACGCW,missing_or_invalid_current_price
2024-03-28,ACGL,eligible
2024-03-28,ACGLN,eligible
2024-03-28,ACGLO,eligible
2024-03-28,ACH,eligible
2024-03-28,ACHC,eligible
2024-03-28,ACHR,eligible
2024-03-28,ACHR.WS,missing_or_invalid_current_volume
2024-03-28,ACHV,eligible
2024-03-28,ACI,eligible
2024-03-28,ACIC,eligible
2024-03-28,ACIU,eligible
2024-03-28,ACIW,eligible
2024-03-28,ACLO,missing_or_invalid_current_price
2024-03-28,ACLS,eligible
2024-04-30,A,eligible
2024-04-30,AA,eligible
2024-04-30,AAAP,missing_or_invalid_current_price
2024-04-30,AAC.U,missing_or_invalid_current_price
2024-04-30,AACB,missing_or_invalid_current_price
2024-04-30,AACBR,missing_or_invalid_current_price
2024-04-30,AACBU,missing_or_invalid_current_price
2024-04-30,AACG,missing_or_invalid_current_volume
2024-04-30,AACI,missing_or_invalid_current_volume
2024-04-30,AACIU,missing_or_invalid_current_volume
2024-04-30,AACIW,missing_or_invalid_current_volume
2024-04-30,AACO,missing_or_invalid_current_price
2024-04-30,AACOU,missing_or_invalid_current_price
2024-04-30,AACOW,missing_or_invalid_current_price
2024-04-30,AACP,missing_or_invalid_current_price
2024-04-30,AACPR,missing_or_invalid_current_price
2024-04-30,AACPU,missing_or_invalid_current_price
2024-04-30,AACPW,missing_or_invalid_current_price
2024-04-30,AADR,missing_or_invalid_current_volume
2024-04-30,AADX,missing_or_invalid_current_price
2024-04-30,AAEQ,missing_or_invalid_current_price
2024-04-30,AAL,eligible
2024-04-30,AALG,missing_or_invalid_current_price
2024-04-30,AAME,missing_or_invalid_current_volume
2024-04-30,AAMI,eligible
2024-04-30,AAOI,eligible
2024-04-30,AAON,eligible
2024-04-30,AAP,eligible
2024-04-30,AAPB,missing_or_invalid_t_minus_21_price
2024-04-30,AAPD,eligible
2024-04-30,AAPG,missing_or_invalid_current_price
2024-04-30,AAPL,eligible
2024-04-30,AAPU,eligible
2024-04-30,AARD,missing_or_invalid_current_price
2024-04-30,AAT,eligible
2024-04-30,AAUB,missing_or_invalid_current_price
2024-04-30,AAUC,missing_or_invalid_current_price
2024-04-30,AAUS,missing_or_invalid_current_price
2024-04-30,AAVM,missing_or_invalid_current_volume
2024-04-30,AAXJ,eligible
2024-04-30,AB,eligible
2024-04-30,ABAT,missing_or_invalid_t_minus_252_price
2024-04-30,ABBV,eligible
2024-04-30,ABCB,eligible
2024-04-30,ABCL,eligible
2024-04-30,ABCS,missing_or_invalid_current_volume
2024-04-30,ABEO,eligible
2024-04-30,ABEV,eligible
2024-04-30,ABG,eligible
2024-04-30,ABI,missing_or_invalid_current_price
2024-04-30,ABIG,missing_or_invalid_current_price
2024-04-30,ABLV,missing_or_invalid_current_volume
2024-04-30,ABLVW,missing_or_invalid_current_volume
2024-04-30,ABM,eligible
2024-04-30,ABNB,eligible
2024-04-30,ABOS,eligible
2024-04-30,ABR,eligible
2024-04-30,ABR.PRD,eligible
2024-04-30,ABR.PRE,missing_or_invalid_current_volume
2024-04-30,ABR.PRF,eligible
2024-04-30,ABSI,eligible
2024-04-30,ABT,eligible
2024-04-30,ABTC,eligible
2024-04-30,ABTS,missing_or_invalid_current_volume
2024-04-30,ABUS,eligible
2024-04-30,ABVC,missing_or_invalid_t_minus_252_price
2024-04-30,ABVX,missing_or_invalid_t_minus_252_price
2024-04-30,ABX,missing_or_invalid_current_volume
2024-04-30,ABXL,missing_or_invalid_current_volume
2024-04-30,ACA,eligible
2024-04-30,ACAA,missing_or_invalid_current_price
2024-04-30,ACAAU,missing_or_invalid_current_price
2024-04-30,ACAAW,missing_or_invalid_current_price
2024-04-30,ACAD,eligible
2024-04-30,ACB,eligible
2024-04-30,ACCL,missing_or_invalid_current_price
2024-04-30,ACCO,eligible
2024-04-30,ACCS,missing_or_invalid_current_volume
2024-04-30,ACDC,eligible
2024-04-30,ACEL,eligible
2024-04-30,ACEP,missing_or_invalid_current_price
2024-04-30,ACET,eligible
2024-04-30,ACFN,missing_or_invalid_current_price
2024-04-30,ACGC,missing_or_invalid_current_price
2024-04-30,ACGCU,missing_or_invalid_current_price
2024-04-30,ACGCW,missing_or_invalid_current_price
2024-04-30,ACGL,eligible
2024-04-30,ACGLN,eligible
2024-04-30,ACGLO,missing_or_invalid_t_minus_21_price
2024-04-30,ACH,eligible
2024-04-30,ACHC,eligible
2024-04-30,ACHR,eligible
2024-04-30,ACHR.WS,missing_or_invalid_t_minus_21_price
2024-04-30,ACHV,eligible
2024-04-30,ACI,eligible
2024-04-30,ACIC,eligible
2024-04-30,ACIU,eligible
2024-04-30,ACIW,eligible
2024-04-30,ACLO,missing_or_invalid_current_price
2024-04-30,ACLS,eligible
2024-05-31,A,eligible
2024-05-31,AA,eligible
2024-05-31,AAAP,missing_or_invalid_current_price
2024-05-31,AAC.U,missing_or_invalid_current_price
2024-05-31,AACB,missing_or_invalid_current_price
2024-05-31,AACBR,missing_or_invalid_current_price
2024-05-31,AACBU,missing_or_invalid_current_price
2024-05-31,AACG,missing_or_invalid_current_volume
2024-05-31,AACI,missing_or_invalid_current_volume
2024-05-31,AACIU,missing_or_invalid_current_volume
2024-05-31,AACIW,missing_or_invalid_current_volume
2024-05-31,AACO,missing_or_invalid_current_price
2024-05-31,AACOU,missing_or_invalid_current_price
2024-05-31,AACOW,missing_or_invalid_current_price
2024-05-31,AACP,missing_or_invalid_current_price
2024-05-31,AACPR,missing_or_invalid_current_price
2024-05-31,AACPU,missing_or_invalid_current_price
2024-05-31,AACPW,missing_or_invalid_current_price
2024-05-31,AADR,missing_or_invalid_current_volume
2024-05-31,AADX,missing_or_invalid_current_price
2024-05-31,AAEQ,missing_or_invalid_current_price
2024-05-31,AAL,eligible
2024-05-31,AALG,missing_or_invalid_current_price
2024-05-31,AAME,missing_or_invalid_current_volume
2024-05-31,AAMI,eligible
2024-05-31,AAOI,eligible
2024-05-31,AAON,eligible
2024-05-31,AAP,eligible
2024-05-31,AAPB,eligible
2024-05-31,AAPD,eligible
2024-05-31,AAPG,missing_or_invalid_current_price
2024-05-31,AAPL,eligible
2024-05-31,AAPU,eligible
2024-05-31,AARD,missing_or_invalid_current_price
2024-05-31,AAT,eligible
2024-05-31,AAUB,missing_or_invalid_current_price
2024-05-31,AAUC,missing_or_invalid_current_price
2024-05-31,AAUS,missing_or_invalid_current_price
2024-05-31,AAVM,missing_or_invalid_t_minus_21_price
2024-05-31,AAXJ,eligible
2024-05-31,AB,eligible
2024-05-31,ABAT,missing_or_invalid_t_minus_252_price
2024-05-31,ABBV,eligible
2024-05-31,ABCB,eligible
2024-05-31,ABCL,eligible
2024-05-31,ABCS,missing_or_invalid_current_volume
2024-05-31,ABEO,eligible
2024-05-31,ABEV,eligible
2024-05-31,ABG,eligible
2024-05-31,ABI,missing_or_invalid_current_price
2024-05-31,ABIG,missing_or_invalid_current_price
2024-05-31,ABLV,missing_or_invalid_t_minus_252_price
2024-05-31,ABLVW,missing_or_invalid_current_volume
2024-05-31,ABM,eligible
2024-05-31,ABNB,eligible
2024-05-31,ABOS,eligible
2024-05-31,ABR,eligible
2024-05-31,ABR.PRD,missing_or_invalid_current_volume
2024-05-31,ABR.PRE,missing_or_invalid_current_volume
2024-05-31,ABR.PRF,eligible
2024-05-31,ABSI,eligible
2024-05-31,ABT,eligible
2024-05-31,ABTC,eligible
2024-05-31,ABTS,missing_or_invalid_current_volume
2024-05-31,ABUS,eligible
2024-05-31,ABVC,missing_or_invalid_t_minus_252_price
2024-05-31,ABVX,missing_or_invalid_t_minus_252_price
2024-05-31,ABX,missing_or_invalid_t_minus_252_price
2024-05-31,ABXL,missing_or_invalid_t_minus_21_price
2024-05-31,ACA,eligible
2024-05-31,ACAA,missing_or_invalid_current_price
2024-05-31,ACAAU,missing_or_invalid_current_price
2024-05-31,ACAAW,missing_or_invalid_current_price
2024-05-31,ACAD,eligible
2024-05-31,ACB,eligible
2024-05-31,ACCL,missing_or_invalid_current_price
2024-05-31,ACCO,eligible
2024-05-31,ACCS,missing_or_invalid_current_volume
2024-05-31,ACDC,eligible
2024-05-31,ACEL,eligible
2024-05-31,ACEP,missing_or_invalid_current_price
2024-05-31,ACET,eligible
2024-05-31,ACFN,missing_or_invalid_current_price
2024-05-31,ACGC,missing_or_invalid_current_price
2024-05-31,ACGCU,missing_or_invalid_current_price
2024-05-31,ACGCW,missing_or_invalid_current_price
2024-05-31,ACGL,eligible
2024-05-31,ACGLN,eligible
2024-05-31,ACGLO,eligible
2024-05-31,ACH,eligible
2024-05-31,ACHC,eligible
2024-05-31,ACHR,eligible
2024-05-31,ACHR.WS,missing_or_invalid_current_volume
2024-05-31,ACHV,eligible
2024-05-31,ACI,eligible
2024-05-31,ACIC,eligible
2024-05-31,ACIU,eligible
2024-05-31,ACIW,eligible
2024-05-31,ACLO,missing_or_invalid_current_price
2024-05-31,ACLS,eligible
2024-06-28,A,eligible
2024-06-28,AA,eligible
2024-06-28,AAAP,missing_or_invalid_current_price
2024-06-28,AAC.U,missing_or_invalid_current_price
2024-06-28,AACB,missing_or_invalid_current_price
2024-06-28,AACBR,missing_or_invalid_current_price
2024-06-28,AACBU,missing_or_invalid_current_price
2024-06-28,AACG,missing_or_invalid_current_volume
2024-06-28,AACI,missing_or_invalid_current_volume
2024-06-28,AACIU,missing_or_invalid_current_volume
2024-06-28,AACIW,missing_or_invalid_current_volume
2024-06-28,AACO,missing_or_invalid_current_price
2024-06-28,AACOU,missing_or_invalid_current_price
2024-06-28,AACOW,missing_or_invalid_current_price
2024-06-28,AACP,missing_or_invalid_current_price
2024-06-28,AACPR,missing_or_invalid_current_price
2024-06-28,AACPU,missing_or_invalid_current_price
2024-06-28,AACPW,missing_or_invalid_current_price
2024-06-28,AADR,missing_or_invalid_current_volume
2024-06-28,AADX,missing_or_invalid_current_price
2024-06-28,AAEQ,missing_or_invalid_current_price
2024-06-28,AAL,eligible
2024-06-28,AALG,missing_or_invalid_current_price
2024-06-28,AAME,missing_or_invalid_t_minus_21_price
2024-06-28,AAMI,eligible
2024-06-28,AAOI,eligible
2024-06-28,AAON,eligible
2024-06-28,AAP,eligible
2024-06-28,AAPB,missing_or_invalid_t_minus_252_price
2024-06-28,AAPD,missing_or_invalid_t_minus_252_price
2024-06-28,AAPG,missing_or_invalid_current_price
2024-06-28,AAPL,eligible
2024-06-28,AAPU,eligible
2024-06-28,AARD,missing_or_invalid_current_price
2024-06-28,AAT,eligible
2024-06-28,AAUB,missing_or_invalid_current_price
2024-06-28,AAUC,missing_or_invalid_current_price
2024-06-28,AAUS,missing_or_invalid_current_price
2024-06-28,AAVM,missing_or_invalid_current_volume
2024-06-28,AAXJ,eligible
2024-06-28,AB,eligible
2024-06-28,ABAT,missing_or_invalid_t_minus_252_price
2024-06-28,ABBV,eligible
2024-06-28,ABCB,eligible
2024-06-28,ABCL,eligible
2024-06-28,ABCS,missing_or_invalid_current_volume
2024-06-28,ABEO,eligible
2024-06-28,ABEV,eligible
2024-06-28,ABG,eligible
2024-06-28,ABI,missing_or_invalid_current_price
2024-06-28,ABIG,missing_or_invalid_current_price
2024-06-28,ABLV,missing_or_invalid_t_minus_21_price
2024-06-28,ABLVW,missing_or_invalid_current_volume
2024-06-28,ABM,eligible
2024-06-28,ABNB,eligible
2024-06-28,ABOS,eligible
2024-06-28,ABR,eligible
2024-06-28,ABR.PRD,missing_or_invalid_t_minus_21_price
2024-06-28,ABR.PRE,missing_or_invalid_current_volume
2024-06-28,ABR.PRF,missing_or_invalid_t_minus_21_price
2024-06-28,ABSI,eligible
2024-06-28,ABT,eligible
2024-06-28,ABTC,eligible
2024-06-28,ABTS,missing_or_invalid_current_volume
2024-06-28,ABUS,eligible
2024-06-28,ABVC,missing_or_invalid_t_minus_252_price
2024-06-28,ABVX,missing_or_invalid_t_minus_252_price
2024-06-28,ABX,eligible
2024-06-28,ABXL,missing_or_invalid_current_volume
2024-06-28,ACA,eligible
2024-06-28,ACAA,missing_or_invalid_current_price
2024-06-28,ACAAU,missing_or_invalid_current_price
2024-06-28,ACAAW,missing_or_invalid_current_price
2024-06-28,ACAD,eligible
2024-06-28,ACB,eligible
2024-06-28,ACCL,missing_or_invalid_current_price
2024-06-28,ACCO,eligible
2024-06-28,ACCS,missing_or_invalid_current_volume
2024-06-28,ACDC,eligible
2024-06-28,ACEL,eligible
2024-06-28,ACEP,missing_or_invalid_current_price
2024-06-28,ACET,eligible
2024-06-28,ACFN,missing_or_invalid_current_price
2024-06-28,ACGC,missing_or_invalid_current_price
2024-06-28,ACGCU,missing_or_invalid_current_price
2024-06-28,ACGCW,missing_or_invalid_current_price
2024-06-28,ACGL,eligible
2024-06-28,ACGLN,missing_or_invalid_t_minus_21_price
2024-06-28,ACGLO,missing_or_invalid_current_volume
2024-06-28,ACH,eligible
2024-06-28,ACHC,eligible
2024-06-28,ACHR,eligible
2024-06-28,ACHR.WS,missing_or_invalid_current_volume
2024-06-28,ACHV,eligible
2024-06-28,ACI,eligible
2024-06-28,ACIC,eligible
2024-06-28,ACIU,eligible
2024-06-28,ACIW,eligible
2024-06-28,ACLO,missing_or_invalid_current_price
2024-06-28,ACLS,eligible
2024-07-31,A,eligible
2024-07-31,AA,eligible
2024-07-31,AAAP,missing_or_invalid_current_price
2024-07-31,AAC.U,missing_or_invalid_current_price
2024-07-31,AACB,missing_or_invalid_current_price
2024-07-31,AACBR,missing_or_invalid_current_price
2024-07-31,AACBU,missing_or_invalid_current_price
2024-07-31,AACG,missing_or_invalid_current_volume
2024-07-31,AACI,missing_or_invalid_current_volume
2024-07-31,AACIU,missing_or_invalid_current_volume
2024-07-31,AACIW,missing_or_invalid_current_volume
2024-07-31,AACO,missing_or_invalid_current_price
2024-07-31,AACOU,missing_or_invalid_current_price
2024-07-31,AACOW,missing_or_invalid_current_price
2024-07-31,AACP,missing_or_invalid_current_price
2024-07-31,AACPR,missing_or_invalid_current_price
2024-07-31,AACPU,missing_or_invalid_current_price
2024-07-31,AACPW,missing_or_invalid_current_price
2024-07-31,AADR,missing_or_invalid_current_volume
2024-07-31,AADX,missing_or_invalid_current_price
2024-07-31,AAEQ,missing_or_invalid_current_price
2024-07-31,AAL,eligible
2024-07-31,AALG,missing_or_invalid_current_price
2024-07-31,AAME,missing_or_invalid_current_volume
2024-07-31,AAMI,eligible
2024-07-31,AAOI,eligible
2024-07-31,AAON,eligible
2024-07-31,AAP,eligible
2024-07-31,AAPB,missing_or_invalid_t_minus_252_price
2024-07-31,AAPD,eligible
2024-07-31,AAPG,missing_or_invalid_current_price
2024-07-31,AAPL,eligible
2024-07-31,AAPU,missing_or_invalid_t_minus_252_price
2024-07-31,AARD,missing_or_invalid_current_price
2024-07-31,AAT,eligible
2024-07-31,AAUB,missing_or_invalid_current_price
2024-07-31,AAUC,missing_or_invalid_current_price
2024-07-31,AAUS,missing_or_invalid_current_price
2024-07-31,AAVM,missing_or_invalid_t_minus_21_price
2024-07-31,AAXJ,eligible
2024-07-31,AB,eligible
2024-07-31,ABAT,missing_or_invalid_t_minus_252_price
2024-07-31,ABBV,eligible
2024-07-31,ABCB,eligible
2024-07-31,ABCL,eligible
2024-07-31,ABCS,missing_or_invalid_current_volume
2024-07-31,ABEO,eligible
2024-07-31,ABEV,eligible
2024-07-31,ABG,eligible
2024-07-31,ABI,missing_or_invalid_current_price
2024-07-31,ABIG,missing_or_invalid_current_price
2024-07-31,ABLV,missing_or_invalid_t_minus_21_price
2024-07-31,ABLVW,missing_or_invalid_current_volume
2024-07-31,ABM,eligible
2024-07-31,ABNB,eligible
2024-07-31,ABOS,eligible
2024-07-31,ABR,eligible
2024-07-31,ABR.PRD,missing_or_invalid_t_minus_21_price
2024-07-31,ABR.PRE,eligible
2024-07-31,ABR.PRF,missing_or_invalid_t_minus_252_price
2024-07-31,ABSI,eligible
2024-07-31,ABT,eligible
2024-07-31,ABTC,eligible
2024-07-31,ABTS,missing_or_invalid_t_minus_21_price
2024-07-31,ABUS,eligible
2024-07-31,ABVC,eligible
2024-07-31,ABVX,missing_or_invalid_t_minus_252_price
2024-07-31,ABX,eligible
2024-07-31,ABXL,missing_or_invalid_current_volume
2024-07-31,ACA,eligible
2024-07-31,ACAA,missing_or_invalid_current_price
2024-07-31,ACAAU,missing_or_invalid_current_price
2024-07-31,ACAAW,missing_or_invalid_current_price
2024-07-31,ACAD,eligible
2024-07-31,ACB,eligible
2024-07-31,ACCL,missing_or_invalid_current_price
2024-07-31,ACCO,eligible
2024-07-31,ACCS,eligible
2024-07-31,ACDC,eligible
2024-07-31,ACEL,eligible
2024-07-31,ACEP,missing_or_invalid_current_price
2024-07-31,ACET,eligible
2024-07-31,ACFN,missing_or_invalid_current_price
2024-07-31,ACGC,missing_or_invalid_current_price
2024-07-31,ACGCU,missing_or_invalid_current_price
2024-07-31,ACGCW,missing_or_invalid_current_price
2024-07-31,ACGL,eligible
2024-07-31,ACGLN,eligible
2024-07-31,ACGLO,eligible
2024-07-31,ACH,eligible
2024-07-31,ACHC,eligible
2024-07-31,ACHR,eligible
2024-07-31,ACHR.WS,missing_or_invalid_current_volume
2024-07-31,ACHV,eligible
2024-07-31,ACI,eligible
2024-07-31,ACIC,eligible
2024-07-31,ACIU,eligible
2024-07-31,ACIW,eligible
2024-07-31,ACLO,missing_or_invalid_current_price
2024-07-31,ACLS,eligible
2024-08-30,A,eligible
2024-08-30,AA,eligible
2024-08-30,AAAP,missing_or_invalid_current_price
2024-08-30,AAC.U,missing_or_invalid_current_price
2024-08-30,AACB,missing_or_invalid_current_price
2024-08-30,AACBR,missing_or_invalid_current_price
2024-08-30,AACBU,missing_or_invalid_current_price
2024-08-30,AACG,missing_or_invalid_t_minus_21_price
2024-08-30,AACI,missing_or_invalid_current_volume
2024-08-30,AACIU,missing_or_invalid_current_volume
2024-08-30,AACIW,missing_or_invalid_current_volume
2024-08-30,AACO,missing_or_invalid_current_price
2024-08-30,AACOU,missing_or_invalid_current_price
2024-08-30,AACOW,missing_or_invalid_current_price
2024-08-30,AACP,missing_or_invalid_current_price
2024-08-30,AACPR,missing_or_invalid_current_price
2024-08-30,AACPU,missing_or_invalid_current_price
2024-08-30,AACPW,missing_or_invalid_current_price
2024-08-30,AADR,missing_or_invalid_current_volume
2024-08-30,AADX,missing_or_invalid_current_price
2024-08-30,AAEQ,missing_or_invalid_current_price
2024-08-30,AAL,eligible
2024-08-30,AALG,missing_or_invalid_current_price
2024-08-30,AAME,missing_or_invalid_current_volume
2024-08-30,AAMI,eligible
2024-08-30,AAOI,eligible
2024-08-30,AAON,eligible
2024-08-30,AAP,eligible
2024-08-30,AAPB,missing_or_invalid_t_minus_252_price
2024-08-30,AAPD,missing_or_invalid_t_minus_252_price
2024-08-30,AAPG,missing_or_invalid_current_price
2024-08-30,AAPL,eligible
2024-08-30,AAPU,eligible
2024-08-30,AARD,missing_or_invalid_current_price
2024-08-30,AAT,eligible
2024-08-30,AAUB,missing_or_invalid_current_price
2024-08-30,AAUC,missing_or_invalid_current_price
2024-08-30,AAUS,missing_or_invalid_current_price
2024-08-30,AAVM,missing_or_invalid_t_minus_21_price
2024-08-30,AAXJ,eligible
2024-08-30,AB,eligible
2024-08-30,ABAT,missing_or_invalid_t_minus_252_price
2024-08-30,ABBV,eligible
2024-08-30,ABCB,eligible
2024-08-30,ABCL,eligible
2024-08-30,ABCS,missing_or_invalid_current_volume
2024-08-30,ABEO,eligible
2024-08-30,ABEV,eligible
2024-08-30,ABG,eligible
2024-08-30,ABI,missing_or_invalid_current_price
2024-08-30,ABIG,missing_or_invalid_current_price
2024-08-30,ABLV,missing_or_invalid_current_volume
2024-08-30,ABLVW,missing_or_invalid_current_volume
2024-08-30,ABM,eligible
2024-08-30,ABNB,eligible
2024-08-30,ABOS,eligible
2024-08-30,ABR,eligible
2024-08-30,ABR.PRD,eligible
2024-08-30,ABR.PRE,missing_or_invalid_current_volume
2024-08-30,ABR.PRF,missing_or_invalid_current_volume
2024-08-30,ABSI,eligible
2024-08-30,ABT,eligible
2024-08-30,ABTC,eligible
2024-08-30,ABTS,eligible
2024-08-30,ABUS,eligible
2024-08-30,ABVC,eligible
2024-08-30,ABVX,missing_or_invalid_t_minus_252_price
2024-08-30,ABX,missing_or_invalid_t_minus_252_price
2024-08-30,ABXL,missing_or_invalid_t_minus_21_price
2024-08-30,ACA,eligible
2024-08-30,ACAA,missing_or_invalid_current_price
2024-08-30,ACAAU,missing_or_invalid_current_price
2024-08-30,ACAAW,missing_or_invalid_current_price
2024-08-30,ACAD,eligible
2024-08-30,ACB,eligible
2024-08-30,ACCL,missing_or_invalid_current_price
2024-08-30,ACCO,eligible
2024-08-30,ACCS,eligible
2024-08-30,ACDC,eligible
2024-08-30,ACEL,eligible
2024-08-30,ACEP,missing_or_invalid_current_price
2024-08-30,ACET,eligible
2024-08-30,ACFN,missing_or_invalid_current_price
2024-08-30,ACGC,missing_or_invalid_current_price
2024-08-30,ACGCU,missing_or_invalid_current_price
2024-08-30,ACGCW,missing_or_invalid_current_price
2024-08-30,ACGL,eligible
2024-08-30,ACGLN,eligible
2024-08-30,ACGLO,missing_or_invalid_t_minus_21_price
2024-08-30,ACH,eligible
2024-08-30,ACHC,eligible
2024-08-30,ACHR,eligible
2024-08-30,ACHR.WS,missing_or_invalid_current_volume
2024-08-30,ACHV,eligible
2024-08-30,ACI,eligible
2024-08-30,ACIC,eligible
2024-08-30,ACIU,eligible
2024-08-30,ACIW,eligible
2024-08-30,ACLO,missing_or_invalid_current_price
2024-08-30,ACLS,eligible
2024-09-30,A,eligible
2024-09-30,AA,eligible
2024-09-30,AAAP,missing_or_invalid_current_price
2024-09-30,AAC.U,missing_or_invalid_current_price
2024-09-30,AACB,missing_or_invalid_current_price
2024-09-30,AACBR,missing_or_invalid_current_price
2024-09-30,AACBU,missing_or_invalid_current_price
2024-09-30,AACG,missing_or_invalid_t_minus_21_price
2024-09-30,AACI,missing_or_invalid_current_volume
2024-09-30,AACIU,missing_or_invalid_current_volume
2024-09-30,AACIW,missing_or_invalid_current_volume
2024-09-30,AACO,missing_or_invalid_current_price
2024-09-30,AACOU,missing_or_invalid_current_price
2024-09-30,AACOW,missing_or_invalid_current_price
2024-09-30,AACP,missing_or_invalid_current_price
2024-09-30,AACPR,missing_or_invalid_current_price
2024-09-30,AACPU,missing_or_invalid_current_price
2024-09-30,AACPW,missing_or_invalid_current_price
2024-09-30,AADR,missing_or_invalid_current_volume
2024-09-30,AADX,missing_or_invalid_current_price
2024-09-30,AAEQ,missing_or_invalid_current_price
2024-09-30,AAL,eligible
2024-09-30,AALG,missing_or_invalid_current_price
2024-09-30,AAME,missing_or_invalid_current_volume
2024-09-30,AAMI,eligible
2024-09-30,AAOI,eligible
2024-09-30,AAON,eligible
2024-09-30,AAP,eligible
2024-09-30,AAPB,eligible
2024-09-30,AAPD,eligible
2024-09-30,AAPG,missing_or_invalid_current_price
2024-09-30,AAPL,eligible
2024-09-30,AAPU,missing_or_invalid_t_minus_252_price
2024-09-30,AARD,missing_or_invalid_current_price
2024-09-30,AAT,eligible
2024-09-30,AAUB,missing_or_invalid_current_price
2024-09-30,AAUC,missing_or_invalid_current_price
2024-09-30,AAUS,missing_or_invalid_current_price
2024-09-30,AAVM,missing_or_invalid_current_volume
2024-09-30,AAXJ,eligible
2024-09-30,AB,eligible
2024-09-30,ABAT,eligible
2024-09-30,ABBV,eligible
2024-09-30,ABCB,eligible
2024-09-30,ABCL,eligible
2024-09-30,ABCS,missing_or_invalid_current_volume
2024-09-30,ABEO,eligible
2024-09-30,ABEV,eligible
2024-09-30,ABG,eligible
2024-09-30,ABI,missing_or_invalid_current_price
2024-09-30,ABIG,missing_or_invalid_current_price
2024-09-30,ABLV,missing_or_invalid_t_minus_21_price
2024-09-30,ABLVW,missing_or_invalid_current_volume
2024-09-30,ABM,eligible
2024-09-30,ABNB,eligible
2024-09-30,ABOS,eligible
2024-09-30,ABR,eligible
2024-09-30,ABR.PRD,missing_or_invalid_current_volume
2024-09-30,ABR.PRE,missing_or_invalid_current_volume
2024-09-30,ABR.PRF,eligible
2024-09-30,ABSI,eligible
2024-09-30,ABT,eligible
2024-09-30,ABTC,eligible
2024-09-30,ABTS,missing_or_invalid_current_volume
2024-09-30,ABUS,eligible
2024-09-30,ABVC,missing_or_invalid_t_minus_21_price
2024-09-30,ABVX,missing_or_invalid_t_minus_252_price
2024-09-30,ABX,missing_or_invalid_t_minus_252_price
2024-09-30,ABXL,missing_or_invalid_current_volume
2024-09-30,ACA,eligible
2024-09-30,ACAA,missing_or_invalid_current_price
2024-09-30,ACAAU,missing_or_invalid_current_price
2024-09-30,ACAAW,missing_or_invalid_current_price
2024-09-30,ACAD,eligible
2024-09-30,ACB,eligible
2024-09-30,ACCL,missing_or_invalid_current_price
2024-09-30,ACCO,eligible
2024-09-30,ACCS,missing_or_invalid_t_minus_252_price
2024-09-30,ACDC,eligible
2024-09-30,ACEL,eligible
2024-09-30,ACEP,missing_or_invalid_current_price
2024-09-30,ACET,eligible
2024-09-30,ACFN,missing_or_invalid_current_price
2024-09-30,ACGC,missing_or_invalid_current_price
2024-09-30,ACGCU,missing_or_invalid_current_price
2024-09-30,ACGCW,missing_or_invalid_current_price
2024-09-30,ACGL,eligible
2024-09-30,ACGLN,eligible
2024-09-30,ACGLO,eligible
2024-09-30,ACH,eligible
2024-09-30,ACHC,eligible
2024-09-30,ACHR,eligible
2024-09-30,ACHR.WS,missing_or_invalid_t_minus_21_price
2024-09-30,ACHV,eligible
2024-09-30,ACI,eligible
2024-09-30,ACIC,eligible
2024-09-30,ACIU,eligible
2024-09-30,ACIW,eligible
2024-09-30,ACLO,missing_or_invalid_current_price
2024-09-30,ACLS,eligible
2024-10-31,A,eligible
2024-10-31,AA,eligible
2024-10-31,AAAP,missing_or_invalid_current_price
2024-10-31,AAC.U,missing_or_invalid_current_price
2024-10-31,AACB,missing_or_invalid_current_price
2024-10-31,AACBR,missing_or_invalid_current_price
2024-10-31,AACBU,missing_or_invalid_current_price
2024-10-31,AACG,missing_or_invalid_t_minus_252_price
2024-10-31,AACI,missing_or_invalid_current_volume
2024-10-31,AACIU,missing_or_invalid_current_volume
